POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
88,706.96,1668.84,2228.74,-1724.72,-15945.05,803.02,9274.74,-2153.01,56.67,0.0,-2987.47,-2096.35,-5083.82
89,690.21,1678.53,2217.0,-1699.12,-16039.74,811.26,9279.78,-2114.14,56.78,0.0,-3062.08,-2057.35,-5119.43
90,699.33,1654.54,2151.91,-1718.64,-16025.68,791.06,9285.21,-2118.69,57.53,0.0,-3162.27,-2061.16,-5223.43
91,666.51,1688.87,2211.26,-1736.02,-16117.56,795.93,9385.36,-2117.92,57.14,0.0,-3105.65,-2060.79,-5166.43
92,755.69,1655.57,2188.32,-1710.33,-16001.94,818.84,9305.12,-2115.02,56.31,0.0,-2988.73,-2058.72,-5047.44
93,722.2,1665.23,2228.17,-1684.27,-16085.16,803.78,9384.04,-2127.0,57.2,0.0,-2966.03,-2069.8,-5035.83
94,670.46,1657.28,2207.21,-1741.63,-16022.46,792.77,9319.64,-2112.13,56.03,0.0,-3116.73,-2056.1,-5172.83
95,659.27,1665.77,2171.01,-1696.37,-16085.29,800.24,9327.41,-2053.9,56.35,0.0,-3157.95,-1997.54,-5155.49
96,685.44,1728.44,2182.11,-1690.07,-15982.63,814.1,9296.92,-2119.8,57.22,0.0,-2965.68,-2062.58,-5028.27
97,714.04,1715.94,2215.02,-1731.14,-15982.7,784.03,9292.35,-2150.09,56.66,0.0,-2992.47,-2093.43,-5085.89
98,698.5,1683.34,2188.83,-1715.37,-16049.5,805.09,9305.72,-2100.37,56.0,0.0,-3083.38,-2044.38,-5127.76
99,660.46,1661.48,2210.94,-1725.58,-15925.84,793.55,9247.3,-2139.07,57.15,0.0,-3077.68,-2081.91,-5159.59
100,707.84,1675.37,2201.35,-1716.02,-15938.95,805.6,9243.84,-2141.73,57.66,0.0,-3020.96,-2084.07,-5105.04
101,686.89,1626.68,2190.43,-1736.57,-15975.93,793.88,9322.57,-2111.6,56.95,0.0,-3092.04,-2054.65,-5146.7
102,694.4,1664.1,2192.51,-1732.32,-15877.94,824.24,9235.06,-2167.98,56.6,0.0,-2999.95,-2111.38,-5111.32
103,700.29,1672.16,2223.33,-1732.41,-15889.8,801.71,9257.46,-2179.47,56.28,0.0,-2967.26,-2123.2,-5090.45
104,701.44,1693.05,2180.6,-1727.12,-15981.64,795.46,9273.93,-2111.57,56.48,0.0,-3064.28,-2055.09,-5119.37
105,673.46,1670.15,2223.06,-1729.6,-16046.4,802.02,9320.2,-2097.34,56.28,0.0,-3087.11,-2041.06,-5128.17
106,681.01,1699.69,2163.22,-1720.68,-15976.86,806.3,9264.02,-2101.58,56.94,0.0,-3083.3,-2044.64,-5127.95
107,711.78,1680.91,2228.19,-1727.02,-16029.99,787.12,9290.49,-2061.77,56.2,0.0,-3058.52,-2005.57,-5064.09
108,695.81,1621.96,2208.24,-1669.28,-15999.47,786.16,9256.4,-2121.97,57.13,0.0,-3100.19,-2064.84,-5165.03
109,686.24,1675.51,2198.99,-1721.03,-16093.92,801.83,9313.93,-2042.2,56.38,0.0,-3138.45,-1985.82,-5124.27
110,680.89,1646.41,2198.76,-1673.68,-16064.59,801.5,9297.25,-2110.15,57.55,0.0,-3113.46,-2052.6,-5166.07
111,666.39,1648.63,2227.2,-1704.22,-16043.11,798.74,9288.34,-2118.94,57.2,0.0,-3118.04,-2061.74,-5179.78
112,699.95,1744.96,2175.16,-1705.19,-16033.86,807.75,9244.9,-2079.0,56.48,0.0,-3066.35,-2022.52,-5088.87
113,693.63,1667.34,2182.61,-1678.92,-16078.62,803.57,9291.16,-2066.51,56.8,0.0,-3119.22,-2009.72,-5128.93
114,648.33,1697.57,2179.09,-1665.65,-16056.04,815.58,9283.44,-2074.9,57.55,0.0,-3097.68,-2017.35,-5115.03
115,707.8,1691.91,2189.58,-1690.31,-16017.22,814.76,9230.55,-2074.83,57.63,0.0,-3072.93,-2017.2,-5090.13
116,717.32,1634.11,2191.6,-1702.16,-16069.18,807.24,9342.79,-2099.79,56.73,0.0,-3078.28,-2043.07,-5121.35
117,695.18,1742.39,2182.27,-1677.84,-16053.39,804.74,9295.96,-2118.33,57.37,0.0,-3010.69,-2060.97,-5071.65
118,717.49,1685.6,2232.27,-1722.82,-16047.35,801.57,9296.34,-2100.3,56.47,0.0,-3036.89,-2043.83,-5080.72
119,726.79,1730.05,2204.71,-1704.97,-16207.78,808.43,9341.05,-1978.84,55.73,0.0,-3101.73,-1923.11,-5024.84
120,661.42,1627.83,2204.46,-1745.34,-15991.8,805.96,9341.24,-2129.7,56.24,0.0,-3096.23,-2073.45,-5169.69
121,692.52,1638.27,2187.59,-1680.53,-16095.49,816.37,9338.16,-2062.68,56.46,0.0,-3103.12,-2006.21,-5109.33
122,662.73,1717.21,2182.64,-1695.39,-16135.29,825.85,9309.52,-2020.02,56.05,0.0,-3132.73,-1963.97,-5096.7
123,683.19,1658.3,2189.28,-1698.76,-16150.58,801.74,9301.93,-2055.89,55.85,0.0,-3214.9,-2000.04,-5214.94
124,664.86,1684.21,2166.25,-1687.25,-16165.73,804.48,9379.77,-2073.65,56.83,0.0,-3153.41,-2016.82,-5170.23
125,669.49,1677.63,2188.91,-1702.24,-16123.35,796.67,9351.88,-2062.9,56.79,0.0,-3141.01,-2006.11,-5147.12
126,712.91,1659.5,2207.22,-1730.15,-16046.58,812.89,9330.42,-2099.97,56.2,0.0,-3053.78,-2043.77,-5097.55
127,637.88,1660.72,2206.05,-1681.17,-16134.26,815.77,9294.2,-2054.18,56.19,0.0,-3200.81,-1997.99,-5198.8
128,670.51,1605.92,2187.31,-1683.05,-16263.74,808.14,9402.45,-1978.85,55.71,0.0,-3272.46,-1923.13,-5195.59
129,701.34,1745.23,2218.74,-1715.64,-16179.12,809.46,9360.24,-2037.98,56.79,0.0,-3059.76,-1981.19,-5040.94
130,651.97,1726.15,2177.59,-1679.44,-16084.25,806.96,9290.1,-2087.21,57.16,0.0,-3110.91,-2030.05,-5140.96
131,665.48,1618.95,2212.19,-1728.08,-16190.37,822.62,9410.04,-2038.25,55.95,0.0,-3189.17,-1982.3,-5171.47
132,684.21,1598.31,2174.47,-1713.61,-16207.63,806.96,9373.97,-2010.32,56.1,0.0,-3283.32,-1954.22,-5237.54
133,752.4,1669.15,2204.3,-1708.48,-16105.7,781.76,9355.44,-2086.36,56.5,0.0,-3051.15,-2029.87,-5081.01
134,710.38,1659.77,2177.36,-1699.55,-16107.83,811.3,9298.16,-2049.25,57.01,0.0,-3150.41,-1992.23,-5142.65
135,684.22,1647.42,2211.91,-1697.18,-16187.86,774.8,9395.98,-2039.89,56.43,0.0,-3170.7,-1983.46,-5154.16
136,692.6,1659.8,2209.34,-1694.64,-16128.48,807.43,9331.46,-2044.94,56.54,0.0,-3122.49,-1988.4,-5110.89
137,688.87,1675.54,2193.27,-1698.25,-16157.33,815.93,9342.31,-2041.68,56.36,0.0,-3139.66,-1985.32,-5124.97
138,699.83,1657.93,2190.02,-1721.12,-16156.5,803.5,9325.15,-2029.74,55.44,0.0,-3201.19,-1974.3,-5175.48
139,713.72,1676.12,2188.24,-1716.49,-16166.1,810.63,9399.0,-2060.84,56.48,0.0,-3094.88,-2004.36,-5099.24
140,684.52,1691.36,2203.92,-1706.25,-16077.1,814.68,9333.39,-2077.75,57.23,0.0,-3055.48,-2020.52,-5076.0
141,686.4,1669.69,2188.64,-1735.06,-16067.03,842.44,9325.42,-2112.61,56.5,0.0,-3089.49,-2056.11,-5145.6
142,699.98,1693.67,2213.29,-1721.84,-16137.85,792.89,9352.09,-2082.84,56.61,0.0,-3107.77,-2026.23,-5134.0
143,701.57,1683.79,2194.24,-1685.97,-16025.87,783.15,9252.31,-2089.11,56.79,0.0,-3096.78,-2032.33,-5129.1
144,682.45,1735.31,2180.07,-1689.76,-15990.4,819.9,9287.98,-2138.82,56.68,0.0,-2974.43,-2082.14,-5056.57
145,708.54,1609.32,2168.83,-1735.85,-16009.96,817.56,9301.27,-2098.91,56.33,0.0,-3140.29,-2042.59,-5182.88
146,695.99,1671.83,2219.8,-1685.82,-16067.65,815.33,9296.85,-2114.32,56.93,0.0,-3053.67,-2057.39,-5111.06
147,676.35,1709.24,2162.22,-1686.66,-16228.7,817.46,9322.77,-1995.73,56.6,0.0,-3227.32,-1939.13,-5166.45
148,686.15,1683.23,2174.34,-1723.5,-16168.54,819.04,9289.74,-2012.26,56.14,0.0,-3239.54,-1956.11,-5195.66
149,677.4,1670.01,2218.43,-1715.83,-16136.94,823.19,9357.23,-2065.5,56.03,0.0,-3106.51,-2009.47,-5115.98
150,693.4,1677.34,2184.52,-1723.05,-16111.15,799.51,9331.82,-2034.89,56.16,0.0,-3147.62,-1978.73,-5126.35
151,659.52,1683.05,2232.32,-1692.4,-16134.35,789.09,9333.43,-2091.36,57.6,0.0,-3129.33,-2033.76,-5163.1

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,0.0,0.0,0.0,-80.46,-326.28,-0.0,0.0,327.29,-10.63,0.0,-406.74,316.66,-90.07
2,0.0,0.0,-0.0,-87.98,-314.07,0.0,0.0,336.02,-10.4,0.0,-402.05,325.63,-76.42
3,0.0,0.0,0.0,-84.56,-301.83,-0.0,0.0,322.84,-11.11,0.0,-386.39,311.73,-74.66
4,0.0,0.0,0.0,-89.1,-319.5,-0.0,0.0,338.51,-10.43,0.0,-408.6,328.08,-80.52
5,-0.0,-0.0,0.0,-95.05,-310.23,-0.0,-0.0,340.09,-10.63,0.0,-405.28,329.45,-75.83
6,-0.0,0.0,0.0,-93.95,-329.67,0.0,0.0,343.27,-11.07,0.0,-423.62,332.2,-91.42
7,0.0,0.0,0.0,-89.25,-295.84,-0.0,0.0,318.58,-10.92,0.0,-385.09,307.67,-77.42
8,0.0,0.0,0.0,-79.91,-357.0,-0.0,-0.0,375.28,-11.06,0.0,-436.9,364.22,-72.68
9,0.0,0.0,0.0,-93.06,-339.7,0.0,0.0,357.25,-10.96,0.0,-432.76,346.29,-86.48
10,0.0,0.0,0.0,-91.29,-283.59,0.0,0.0,308.85,-10.63,0.0,-374.88,298.22,-76.66
11,-0.0,-0.0,0.0,-97.01,-344.49,0.0,0.0,366.63,-11.12,0.0,-441.49,355.51,-85.99
12,0.0,0.0,0.0,-89.64,-338.73,0.0,0.0,353.05,-11.12,0.0,-428.37,341.93,-86.44
13,0.0,0.0,0.0,-85.88,-326.08,0.0,0.0,340.23,-11.01,0.0,-411.96,329.22,-82.75
14,0.0,0.0,0.0,-93.6,-318.33,0.0,0.0,339.52,-10.87,0.0,-411.94,328.65,-83.29
15,-0.0,0.0,0.0,-101.96,-283.15,0.0,-0.0,324.52,-11.19,0.0,-385.11,313.33,-71.78
16,-0.0,0.0,0.0,-95.14,-334.68,0.0,-0.0,357.29,-11.21,0.0,-429.82,346.08,-83.74
17,-0.0,0.0,0.0,-106.96,-290.12,0.0,0.0,334.55,-11.08,0.0,-397.08,323.47,-73.61
18,0.0,0.0,0.0,-95.78,-308.64,0.0,0.0,335.3,-10.97,0.0,-404.41,324.33,-80.08
19,-0.0,-0.0,0.0,-91.86,-343.58,-0.0,-0.0,359.67,-11.21,0.0,-435.44,348.46,-86.98
20,-0.0,-0.0,0.0,-89.17,-344.45,0.0,-0.0,366.27,-10.84,0.0,-433.62,355.43,-78.19
21,0.0,0.0,0.0,-90.73,-341.76,0.0,0.0,370.56,-11.29,0.0,-432.49,359.27,-73.22
22,0.0,0.0,0.0,-94.73,-352.07,-0.0,0.0,370.32,-11.0,0.0,-446.8,359.31,-87.49
23,0.0,0.0,0.0,-89.65,-314.35,-0.0,0.0,346.87,-11.05,0.0,-404.0,335.82,-68.18
24,-0.0,0.0,0.0,-94.37,-313.47,0.0,0.0,339.79,-10.72,0.0,-407.85,329.07,-78.77
25,0.0,-0.0,0.0,-99.87,-310.91,0.0,0.0,340.05,-10.78,0.0,-410.78,329.27,-81.52
26,0.0,-0.0,0.0,-94.98,-276.69,0.0,0.0,307.56,-11.15,0.0,-371.67,296.41,-75.26
27,0.0,-0.0,0.0,-91.99,-298.67,0.0,0.0,333.8,-10.94,0.0,-390.66,322.86,-67.79
28,0.0,-0.0,0.0,-103.05,-315.04,-0.0,-0.0,355.36,-11.48,0.0,-418.09,343.88,-74.21
29,-0.0,0.0,0.0,-98.45,-290.82,0.0,0.0,329.3,-11.24,0.0,-389.27,318.07,-71.21
30,-0.0,0.0,0.0,-99.57,-276.36,0.0,0.0,328.2,-11.05,0.0,-375.94,317.14,-58.79
31,0.0,0.0,0.0,-102.85,-328.27,0.0,0.0,361.24,-11.74,0.0,-431.12,349.5,-81.62
32,-0.0,0.0,0.0,-103.73,-303.08,-0.0,0.0,351.74,-11.55,0.0,-406.81,340.19,-66.62
33,0.0,0.0,-0.0,-99.01,-344.16,0.0,-0.0,392.79,-11.68,0.0,-443.17,381.11,-62.06
34,0.0,0.0,0.0,-99.12,-295.95,-0.0,-0.0,341.4,-11.08,0.0,-395.07,330.32,-64.76
35,0.0,0.0,-0.0,-100.02,-291.98,-0.0,0.0,335.35,-11.11,0.0,-392.0,324.24,-67.75
36,0.0,-0.0,0.0,-95.79,-297.54,0.0,-0.0,327.8,-10.89,0.0,-393.33,316.91,-76.42
37,0.0,0.0,-0.0,-97.51,-294.75,0.0,-0.0,336.24,-10.94,0.0,-392.26,325.3,-66.97
38,-0.0,-0.0,0.0,-93.36,-282.92,0.0,0.0,325.17,-10.69,0.0,-376.28,314.47,-61.81
39,0.0,-0.0,0.0,-95.07,-300.08,0.0,-0.0,341.38,-11.01,0.0,-395.15,330.37,-64.78
40,0.0,0.0,0.0,-85.16,-298.1,-0.0,0.0,324.12,-10.5,0.0,-383.26,313.62,-69.64
41,0.0,0.0,-0.0,-93.21,-282.5,0.0,0.0,322.63,-10.84,0.0,-375.72,311.79,-63.93
42,0.0,0.0,0.0,-95.24,-326.57,-0.0,-0.0,355.74,-10.79,0.0,-421.81,344.95,-76.87
43,0.0,0.0,0.0,-88.6,-270.03,0.0,-0.0,293.88,-10.28,0.0,-358.63,283.6,-75.03
44,0.0,0.0,-0.0,-87.3,-281.17,0.0,-0.0,313.58,-10.18,0.0,-368.47,303.41,-65.07
45,-0.0,0.0,-0.0,-94.46,-264.28,-0.0,0.0,309.98,-10.4,0.0,-358.73,299.58,-59.16
46,0.0,0.0,0.0,-94.5,-260.11,0.0,0.0,301.25,-10.77,0.0,-354.61,290.48,-64.13
47,0.0,-0.0,0.0,-93.28,-273.66,0.0,0.0,303.36,-10.62,0.0,-366.94,292.75,-74.19
48,0.0,0.0,0.0,-101.72,-273.03,0.0,-0.0,317.43,-10.75,0.0,-374.76,306.69,-68.07
49,0.0,0.0,0.0,-99.76,-316.92,-0.0,0.0,355.81,-11.16,0.0,-416.67,344.65,-72.03
50,-0.0,0.0,0.0,-84.15,-279.17,-0.0,-0.0,305.51,-10.42,0.0,-363.32,295.09,-68.23
51,0.0,0.0,0.0,-97.55,-309.19,0.0,0.0,345.1,-10.76,0.0,-406.74,334.34,-72.4
52,-0.0,0.0,0.0,-86.19,-269.68,-0.0,0.0,285.74,-10.3,0.0,-355.87,275.45,-80.43
53,-0.0,0.0,0.0,-93.58,-301.32,0.0,0.0,327.64,-10.63,0.0,-394.89,317.01,-77.88
54,-0.0,0.0,0.0,-89.28,-237.22,-0.0,0.0,267.08,-10.24,0.0,-326.5,256.85,-69.65
55,0.0,-0.0,0.0,-88.03,-262.13,0.0,0.0,285.6,-10.04,0.0,-350.16,275.55,-74.61
56,-0.0,0.0,0.0,-88.02,-250.16,-0.0,0.0,280.72,-10.14,0.0,-338.18,270.58,-67.6
57,0.0,-0.0,-0.0,-95.03,-264.51,0.0,0.0,298.25,-10.62,0.0,-359.54,287.63,-71.92
58,-0.0,0.0,-0.0,-102.11,-230.86,0.0,0.0,277.99,-10.77,0.0,-332.97,267.22,-65.74
59,-0.0,0.0,-0.0,-90.71,-274.76,0.0,0.0,307.4,-10.79,0.0,-365.47,296.62,-68.85
60,0.0,-0.0,0.0,-90.56,-299.91,0.0,0.0,333.59,-11.17,0.0,-390.46,322.41,-68.05
61,0.0,0.0,-0.0,-91.4,-309.97,0.0,0.0,330.37,-10.93,0.0,-401.37,319.44,-81.93
62,-0.0,-0.0,-0.0,-98.51,-283.24,0.0,0.0,308.34,-10.72,0.0,-381.74,297.62,-84.12
63,-0.0,0.0,0.0,-99.69,-294.18,0.0,0.0,327.61,-11.09,0.0,-393.87,316.51,-77.36
64,0.0,0.0,0.0,-94.71,-290.24,-0.0,-0.0,312.07,-10.44,0.0,-384.95,301.62,-83.32
65,-0.0,0.0,0.0,-83.84,-297.48,-0.0,0.0,332.01,-10.54,0.0,-381.32,321.48,-59.85
66,0.0,0.0,0.0,-98.37,-291.96,-0.0,0.0,317.1,-10.86,0.0,-390.33,306.24,-84.09
67,0.0,0.0,-0.0,-93.19,-310.66,-0.0,0.0,319.49,-10.86,0.0,-403.86,308.63,-95.23
68,0.0,0.0,-0.0,-95.63,-291.68,-0.0,0.0,330.18,-11.03,0.0,-387.31,319.15,-68.16
69,0.0,0.0,0.0,-86.65,-281.36,0.0,0.0,305.48,-10.34,0.0,-368.0,295.13,-72.87
70,0.0,-0.0,-0.0,-88.46,-316.43,0.0,0.0,344.74,-10.82,0.0,-404.89,333.92,-70.97
71,0.0,0.0,0.0,-92.0,-284.57,0.0,-0.0,317.42,-10.85,0.0,-376.57,306.57,-70.0
72,-0.0,0.0,0.0,-96.81,-277.42,-0.0,-0.0,314.83,-10.51,0.0,-374.23,304.32,-69.9
73,0.0,0.0,0.0,-91.23,-323.07,0.0,0.0,349.13,-10.77,0.0,-414.3,338.36,-75.94
74,0.0,-0.0,0.0,-87.58,-330.79,0.0,0.0,349.94,-10.38,0.0,-418.36,339.56,-78.8
75,-0.0,-0.0,0.0,-80.65,-333.81,0.0,0.0,349.91,-10.09,0.0,-414.46,339.83,-74.63
76,0.0,0.0,0.0,-91.77,-296.46,0.0,0.0,335.69,-10.79,0.0,-388.23,324.9,-63.33
77,0.0,-0.0,0.0,-90.75,-282.91,-0.0,0.0,315.65,-10.76,0.0,-373.65,304.88,-68.77
78,0.0,0.0,0.0,-89.82,-333.16,0.0,0.0,372.23,-11.16,0.0,-422.98,361.07,-61.91
79,0.0,0.0,-0.0,-100.0,-291.72,0.0,0.0,326.24,-11.12,0.0,-391.72,315.12,-76.6
80,0.0,0.0,0.0,-102.32,-313.71,0.0,0.0,349.94,-10.9,0.0,-416.02,339.04,-76.98
81,0.0,0.0,0.0,-96.76,-302.21,0.0,0.0,336.61,-10.46,0.0,-398.97,326.15,-72.82
82,0.0,-0.0,0.0,-98.38,-295.93,0.0,0.0,341.13,-11.0,0.0,-394.31,330.13,-64.18
83,0.0,0.0,0.0,-97.46,-273.18,0.0,-0.0,322.81,-10.84,0.0,-370.64,311.97,-58.67
84,0.0,-0.0,0.0,-92.0,-302.8,0.0,0.0,329.23,-10.3,0.0,-394.8,318.93,-75.87
85,0.0,0.0,0.0,-102.3,-268.76,0.0,-0.0,306.37,-10.97,0.0,-371.06,295.41,-75.65
86,-0.0,0.0,0.0,-86.06,-273.93,-0.0,-0.0,287.98,-10.14,0.0,-359.99,277.83,-82.15
87,-0.0,0.0,0.0,-93.38,-266.6,0.0,0.0,309.21,-10.84,0.0,-359.99,298.37,-61.62
88,-0.0,0.0,0.0,-103.66,-313.63,-0.0,0.0,345.61,-11.21,0.0,-417.28,334.4,-82.89
89,0.0,0.0,0.0,-94.43,-309.5,-0.0,0.0,344.89,-11.14,0.0,-403.93,333.75,-70.18
90,0.0,-0.0,0.0,-90.23,-327.27,0.0,0.0,356.06,-10.87,0.0,-417.49,345.18,-72.31
91,-0.0,-0.0,0.0,-98.52,-326.87,-0.0,0.0,354.59,-11.41,0.0,-425.39,343.18,-82.21
92,0.0,0.0,0.0,-96.42,-292.48,0.0,-0.0,326.26,-10.56,0.0,-388.9,315.69,-73.21
93,0.0,0.0,0.0,-87.35,-291.23,-0.0,0.0,319.72,-11.0,0.0,-378.59,308.72,-69.86
94,-0.0,0.0,0.0,-99.59,-301.66,-0.0,-0.0,330.71,-11.22,0.0,-401.25,319.49,-81.76
95,-0.0,-0.0,0.0,-105.95,-295.21,0.0,-0.0,336.16,-11.48,0.0,-401.17,324.68,-76.49
96,0.0,0.0,0.0,-94.23,-305.52,0.0,0.0,340.34,-11.21,0.0,-399.75,329.13,-70.62
97,0.0,0.0,-0.0,-100.0,-302.15,0.0,0.0,332.02,-10.98,0.0,-402.15,321.04,-81.11
98,0.0,0.0,0.0,-86.22,-297.93,0.0,0.0,320.89,-10.16,0.0,-384.14,310.73,-73.41
99,0.0,0.0,0.0,-89.96,-350.02,-0.0,0.0,359.68,-11.11,0.0,-439.98,348.57,-91.41
100,0.0,0.0,0.0,-90.1,-305.03,-0.0,-0.0,342.17,-11.2,0.0,-395.13,330.97,-64.17
101,-0.0,-0.0,0.0,-95.02,-315.73,0.0,-0.0,358.59,-11.38,0.0,-410.75,347.21,-63.55
102,-0.0,0.0,0.0,-100.66,-304.6,-0.0,0.0,357.96,-11.69,0.0,-405.27,346.27,-59.0
103,-0.0,0.0,0.0,-100.68,-313.62,-0.0,0.0,355.75,-12.08,0.0,-414.3,343.67,-70.63
104,0.0,0.0,0.0,-89.56,-304.05,0.0,0.0,345.06,-10.7,0.0,-393.61,334.35,-59.26
105,0.0,0.0,0.0,-84.91,-285.63,0.0,0.0,309.85,-10.18,0.0,-370.54,299.67,-70.87
106,0.0,0.0,0.0,-100.99,-265.01,-0.0,0.0,309.95,-10.84,0.0,-366.0,299.11,-66.89
107,0.0,-0.0,0.0,-105.0,-301.72,0.0,0.0,343.44,-11.3,0.0,-406.72,332.14,-74.58
108,0.0,0.0,0.0,-96.69,-305.2,0.0,0.0,336.08,-10.93,0.0,-401.89,325.14,-76.75
109,0.0,0.0,0.0,-100.52,-292.75,-0.0,0.0,334.14,-11.15,0.0,-393.27,322.99,-70.29
110,-0.0,0.0,0.0,-104.84,-259.1,0.0,0.0,283.64,-11.34,0.0,-363.94,272.3,-91.64
111,0.0,0.0,0.0,-95.83,-285.2,-0.0,0.0,297.09,-11.17,0.0,-381.03,285.92,-95.11
112,-0.0,-0.0,0.0,-106.4,-281.91,0.0,0.0,319.76,-11.38,0.0,-388.31,308.38,-79.93
113,0.0,-0.0,-0.0,-109.22,-244.2,-0.0,0.0,307.85,-11.81,0.0,-353.41,296.04,-57.37
114,-0.0,-0.0,0.0,-101.42,-297.67,-0.0,0.0,336.72,-11.76,0.0,-399.09,324.96,-74.14
115,0.0,-0.0,0.0,-99.75,-296.95,0.0,0.0,326.73,-11.69,0.0,-396.7,315.04,-81.66
116,-0.0,0.0,-0.0,-105.49,-237.27,0.0,0.0,298.77,-11.53,0.0,-342.76,287.24,-55.51
117,0.0,0.0,0.0,-98.12,-248.6,-0.0,0.0,285.45,-11.2,0.0,-346.72,274.24,-72.48
118,0.0,-0.0,-0.0,-92.39,-256.91,-0.0,0.0,292.68,-10.26,0.0,-349.3,282.42,-66.88
119,0.0,0.0,0.0,-94.2,-256.01,0.0,0.0,298.19,-11.59,0.0,-350.21,286.6,-63.6
120,0.0,0.0,-0.0,-102.81,-298.58,0.0,0.0,344.37,-11.65,0.0,-401.39,332.73,-68.67
121,-0.0,-0.0,0.0,-103.13,-264.17,0.0,-0.0,322.92,-11.13,0.0,-367.3,311.79,-55.51
122,-0.0,0.0,-0.0,-92.2,-295.74,0.0,0.0,323.82,-10.57,0.0,-387.95,313.25,-74.7
123,0.0,0.0,0.0,-88.19,-305.45,0.0,-0.0,341.41,-11.34,0.0,-393.64,330.07,-63.57
124,0.0,0.0,0.0,-110.68,-273.72,-0.0,-0.0,329.29,-11.4,0.0,-384.4,317.89,-66.51
125,0.0,0.0,0.0,-94.66,-313.11,-0.0,0.0,344.81,-10.98,0.0,-407.78,333.83,-73.95
126,0.0,0.0,0.0,-91.65,-297.53,0.0,0.0,326.59,-11.02,0.0,-389.19,315.57,-73.62
127,0.0,0.0,0.0,-100.9,-283.19,-0.0,0.0,332.94,-11.18,0.0,-384.09,321.75,-62.34
128,-0.0,0.0,-0.0,-98.42,-277.36,0.0,0.0,318.56,-11.13,0.0,-375.77,307.43,-68.34
129,0.0,0.0,0.0,-97.12,-323.94,-0.0,0.0,362.08,-11.11,0.0,-421.06,350.97,-70.09
130,0.0,0.0,0.0,-97.27,-297.4,0.0,0.0,335.98,-10.53,0.0,-394.67,325.45,-69.22
131,-0.0,0.0,0.0,-101.03,-262.87,-0.0,0.0,299.81,-10.98,0.0,-363.9,288.83,-75.08
132,0.0,0.0,-0.0,-92.16,-280.65,0.0,0.0,312.89,-10.93,0.0,-372.82,301.96,-70.86
133,-0.0,0.0,-0.0,-98.88,-225.79,0.0,0.0,282.22,-11.25,0.0,-324.67,270.97,-53.69
134,0.0,0.0,0.0,-96.25,-219.66,0.0,0.0,269.68,-10.76,0.0,-315.91,258.92,-56.99
135,-0.0,0.0,0.0,-96.79,-215.8,0.0,0.0,265.81,-10.75,0.0,-312.6,255.06,-57.53
136,-0.0,0.0,-0.0,-94.71,-235.56,0.0,-0.0,283.95,-10.22,0.0,-330.26,273.73,-56.54
137,0.0,0.0,0.0,-96.05,-278.65,0.0,0.0,321.67,-10.72,0.0,-374.7,310.95,-63.74
138,0.0,0.0,0.0,-93.64,-239.7,0.0,0.0,281.01,-9.98,0.0,-333.34,271.03,-62.31
139,-0.0,0.0,0.0,-87.52,-238.31,0.0,-0.0,264.02,-9.53,0.0,-325.84,254.5,-71.34
140,0.0,-0.0,-0.0,-95.08,-278.68,0.0,0.0,337.58,-10.83,0.0,-373.75,326.75,-47.0
141,-0.0,0.0,0.0,-94.14,-262.56,0.0,-0.0,302.03,-10.52,0.0,-356.7,291.51,-65.18
142,-0.0,0.0,-0.0,-98.32,-240.19,-0.0,0.0,280.05,-11.01,0.0,-338.51,269.04,-69.47
143,-0.0,-0.0,0.0,-104.99,-230.83,-0.0,0.0,273.96,-10.9,0.0,-335.82,263.06,-72.77
144,0.0,0.0,-0.0,-105.41,-244.05,-0.0,0.0,297.07,-11.59,0.0,-349.45,285.48,-63.98
145,-0.0,0.0,0.0,-100.46,-260.02,-0.0,0.0,299.85,-10.91,0.0,-360.47,288.94,-71.53
146,0.0,0.0,0.0,-101.23,-265.84,0.0,0.0,302.3,-10.94,0.0,-367.07,291.36,-75.71
147,0.0,0.0,0.0,-104.7,-254.74,0.0,0.0,300.23,-11.28,0.0,-359.44,288.95,-70.49
148,-0.0,-0.0,0.0,-104.1,-257.87,0.0,-0.0,301.24,-11.05,0.0,-361.96,290.2,-71.77
149,0.0,0.0,0.0,-101.25,-280.31,0.0,0.0,315.43,-10.99,0.0,-381.55,304.44,-77.12
150,-0.0,0.0,0.0,-91.36,-280.64,0.0,0.0,306.09,-10.67,0.0,-372.0,295.42,-76.58
151,-0.0,0.0,0.0,-101.31,-272.26,0.0,0.0,323.59,-11.38,0.0,-373.57,312.21,-61.36


