POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
39,623.44,1514.7,1847.59,-1460.96,-12663.43,653.22,5506.22,-2158.18,49.94,0.0,-3979.22,-2108.24,-6087.46
40,574.05,1547.85,1844.21,-1460.59,-12766.66,674.41,5522.59,-2116.25,49.26,0.0,-4064.14,-2066.99,-6131.13
41,605.02,1514.61,1804.82,-1449.15,-12645.81,663.48,5508.17,-2190.74,50.21,0.0,-3998.86,-2140.53,-6139.39
42,622.48,1591.48,1804.23,-1457.15,-12800.03,639.92,5494.9,-2090.73,49.91,0.0,-4104.16,-2040.82,-6144.98
43,626.73,1539.1,1812.89,-1461.44,-12617.29,653.96,5476.7,-2188.95,50.27,0.0,-3969.35,-2138.68,-6108.03
44,595.38,1488.66,1783.45,-1458.21,-12524.78,644.91,5516.49,-2276.55,50.62,0.0,-3954.11,-2225.93,-6180.05
45,603.39,1598.53,1801.12,-1460.22,-12739.54,664.33,5516.3,-2123.17,49.58,0.0,-4016.09,-2073.59,-6089.68
46,625.09,1535.63,1811.15,-1428.19,-12728.16,656.27,5493.53,-2127.07,50.28,0.0,-4034.67,-2076.79,-6111.46
47,592.65,1588.5,1807.44,-1453.29,-12624.89,649.38,5507.45,-2180.82,50.38,0.0,-3932.76,-2130.44,-6063.2
48,613.69,1551.09,1776.05,-1425.27,-12777.03,649.5,5521.41,-2085.29,50.32,0.0,-4090.55,-2034.97,-6125.53
49,582.9,1545.98,1816.98,-1481.8,-12682.4,650.74,5515.54,-2143.87,49.51,0.0,-4052.06,-2094.36,-6146.41
50,549.94,1548.79,1806.29,-1443.71,-12725.21,662.4,5482.9,-2113.56,49.13,0.0,-4118.6,-2064.42,-6183.02
51,609.52,1579.35,1780.9,-1477.02,-12671.34,643.73,5540.73,-2139.95,49.15,0.0,-3994.13,-2090.8,-6084.94
52,614.01,1583.96,1796.91,-1469.2,-12751.6,662.53,5507.76,-2099.65,48.98,0.0,-4055.63,-2050.66,-6106.29
53,612.49,1541.32,1825.86,-1476.49,-12668.73,658.93,5447.06,-2130.59,49.33,0.0,-4059.56,-2081.27,-6140.83
54,609.12,1569.39,1825.16,-1486.38,-12631.24,644.43,5473.31,-2155.54,50.01,0.0,-3996.2,-2105.53,-6101.73
55,574.7,1572.8,1806.68,-1499.13,-12702.8,669.81,5538.3,-2125.14,49.42,0.0,-4039.64,-2075.72,-6115.36
56,611.71,1616.12,1823.27,-1469.45,-12698.42,668.29,5497.36,-2116.95,48.8,0.0,-3951.12,-2068.16,-6019.28
57,597.71,1542.09,1783.09,-1476.97,-12655.12,653.0,5510.79,-2128.28,49.55,0.0,-4045.41,-2078.72,-6124.13
58,613.42,1542.27,1805.41,-1430.75,-12828.8,670.89,5588.44,-2091.31,48.85,0.0,-4039.12,-2042.47,-6081.59
59,647.39,1581.97,1799.73,-1465.39,-12690.44,652.5,5524.7,-2126.73,49.69,0.0,-3949.53,-2077.04,-6026.57
60,627.4,1493.28,1813.47,-1466.26,-12769.65,651.41,5564.62,-2146.74,49.83,0.0,-4085.73,-2096.91,-6182.64
61,594.73,1614.03,1804.58,-1437.37,-12767.04,658.57,5553.89,-2162.89,49.63,0.0,-3978.62,-2113.25,-6091.87
62,599.78,1568.03,1802.48,-1461.79,-12763.6,641.98,5491.51,-2086.2,49.67,0.0,-4121.62,-2036.52,-6158.14
63,585.49,1529.96,1813.0,-1464.73,-12793.22,673.89,5566.69,-2081.89,49.02,0.0,-4088.92,-2032.87,-6121.79
64,638.86,1530.46,1789.26,-1460.94,-12803.65,669.9,5558.0,-2108.53,49.08,0.0,-4078.11,-2059.45,-6137.55
65,627.68,1549.74,1839.05,-1436.56,-12735.33,671.35,5555.35,-2174.0,49.54,0.0,-3928.73,-2124.47,-6053.19
66,605.48,1506.45,1823.41,-1466.93,-12766.24,656.53,5538.91,-2124.91,49.7,0.0,-4102.39,-2075.21,-6177.6
67,615.27,1552.82,1831.26,-1445.63,-12810.99,665.37,5506.96,-2085.42,49.51,0.0,-4084.94,-2035.9,-6120.84
68,570.41,1543.35,1846.02,-1469.99,-12814.59,656.21,5562.7,-2131.41,49.81,0.0,-4105.9,-2081.59,-6187.49
69,623.26,1554.78,1807.32,-1481.22,-12704.38,665.57,5514.14,-2117.78,48.89,0.0,-4020.52,-2068.89,-6089.41
70,626.31,1474.58,1819.07,-1431.1,-12656.02,650.8,5500.18,-2214.3,50.02,0.0,-4016.19,-2164.28,-6180.47
71,619.01,1553.6,1790.01,-1448.28,-12710.18,649.29,5499.2,-2176.13,49.62,0.0,-4047.36,-2126.51,-6173.88
72,606.82,1523.58,1843.42,-1434.31,-12758.15,656.5,5570.69,-2152.09,49.52,0.0,-3991.46,-2102.57,-6094.03
73,599.66,1553.83,1821.45,-1445.37,-12706.63,661.21,5529.57,-2162.69,49.79,0.0,-3986.28,-2112.9,-6099.18
74,568.98,1553.18,1837.39,-1439.04,-12647.68,660.71,5490.98,-2164.65,49.68,0.0,-3975.48,-2114.97,-6090.45
75,655.7,1543.46,1796.09,-1423.23,-12702.91,653.11,5458.52,-2137.88,49.8,0.0,-4019.26,-2088.08,-6107.35
76,607.2,1516.3,1813.32,-1450.22,-12699.31,677.32,5590.25,-2220.67,49.9,0.0,-3945.14,-2170.77,-6115.91
77,633.46,1560.97,1829.19,-1463.31,-12610.99,650.52,5459.06,-2178.72,49.64,0.0,-3941.1,-2129.08,-6070.18
78,581.86,1518.8,1798.45,-1466.81,-12726.45,670.51,5599.4,-2153.19,49.64,0.0,-4024.23,-2103.55,-6127.78
79,600.53,1521.59,1834.37,-1436.66,-12752.92,677.12,5575.89,-2158.38,50.17,0.0,-3980.08,-2108.21,-6088.29
80,593.37,1543.21,1803.0,-1443.61,-12798.45,661.32,5584.14,-2141.44,49.75,0.0,-4057.03,-2091.69,-6148.72
81,597.96,1555.89,1828.81,-1458.69,-12746.87,661.15,5516.51,-2107.86,49.73,0.0,-4045.24,-2058.14,-6103.37
82,620.58,1510.73,1840.66,-1461.12,-12751.71,651.18,5562.35,-2161.37,50.3,0.0,-4027.34,-2111.06,-6138.4
83,647.19,1558.38,1879.75,-1470.7,-12735.56,660.72,5537.29,-2154.98,50.22,0.0,-3922.93,-2104.77,-6027.7
84,626.87,1555.27,1841.94,-1461.3,-12789.37,660.3,5527.92,-2134.61,49.94,0.0,-4038.36,-2084.67,-6123.03
85,601.84,1557.79,1805.16,-1473.14,-12747.09,650.68,5491.39,-2084.01,49.77,0.0,-4113.38,-2034.24,-6147.61
86,593.23,1531.24,1783.09,-1483.66,-12725.58,662.72,5494.42,-2123.83,49.3,0.0,-4144.52,-2074.53,-6219.06
87,613.0,1506.4,1845.56,-1459.72,-12731.29,647.8,5569.33,-2147.54,50.04,0.0,-4008.92,-2097.5,-6106.42
88,602.0,1501.84,1797.53,-1462.33,-12773.0,656.03,5508.49,-2115.3,49.27,0.0,-4169.43,-2066.03,-6235.46
89,610.93,1510.63,1831.79,-1484.91,-12727.37,658.09,5566.22,-2119.66,48.73,0.0,-4034.62,-2070.93,-6105.55
90,584.45,1565.37,1839.92,-1461.74,-12730.28,670.82,5523.38,-2155.1,49.06,0.0,-4008.07,-2106.04,-6114.11
91,567.93,1535.09,1834.14,-1467.27,-12767.27,652.28,5592.43,-2155.74,49.64,0.0,-4052.67,-2106.1,-6158.77
92,614.86,1553.64,1823.55,-1451.72,-12680.91,667.9,5542.91,-2188.79,50.07,0.0,-3929.78,-2138.72,-6068.5
93,576.2,1563.13,1844.17,-1471.61,-12727.01,667.08,5520.97,-2138.39,49.66,0.0,-4027.06,-2088.73,-6115.78
94,625.85,1541.22,1841.24,-1475.97,-12702.1,648.85,5537.95,-2192.63,48.72,0.0,-3982.97,-2143.91,-6126.88
95,642.15,1550.51,1816.74,-1453.61,-12798.38,661.16,5525.17,-2101.31,49.32,0.0,-4056.25,-2051.99,-6108.24
96,602.86,1558.42,1814.83,-1452.27,-12605.12,676.85,5509.19,-2262.98,49.83,0.0,-3895.24,-2213.14,-6108.38
97,602.33,1532.42,1797.92,-1477.21,-12707.74,640.45,5542.71,-2195.52,49.42,0.0,-4069.12,-2146.1,-6215.22
98,596.25,1530.7,1804.17,-1483.04,-12661.61,643.73,5529.67,-2195.21,48.99,0.0,-4040.13,-2146.22,-6186.35
99,584.09,1528.49,1837.72,-1443.16,-12638.83,677.78,5535.54,-2241.93,50.33,0.0,-3918.37,-2191.6,-6109.97
100,575.37,1525.28,1792.34,-1445.04,-12648.52,658.6,5491.79,-2197.64,51.05,0.0,-4050.19,-2146.6,-6196.78
101,611.22,1533.71,1832.02,-1445.17,-12774.81,661.59,5521.11,-2133.84,50.02,0.0,-4060.32,-2083.82,-6144.14
102,565.14,1539.17,1810.84,-1466.49,-12774.57,670.88,5609.71,-2185.62,49.6,0.0,-4045.33,-2136.02,-6181.35
103,618.8,1564.99,1825.04,-1457.02,-12756.96,652.21,5507.64,-2138.36,49.92,0.0,-4045.31,-2088.44,-6133.75
104,598.48,1469.91,1828.31,-1471.84,-12642.04,666.98,5589.22,-2270.46,49.84,0.0,-3960.99,-2220.62,-6181.61
105,631.36,1526.35,1818.57,-1473.99,-12644.86,681.91,5515.31,-2214.58,49.48,0.0,-3945.35,-2165.1,-6110.45
106,594.99,1543.8,1852.77,-1503.0,-12641.01,650.75,5529.96,-2199.55,49.48,0.0,-3971.74,-2150.07,-6121.82
107,640.3,1541.72,1796.79,-1481.96,-12618.86,640.18,5536.82,-2281.89,50.16,0.0,-3945.01,-2231.73,-6176.74
108,597.53,1499.24,1861.67,-1432.55,-12727.11,660.54,5578.68,-2245.22,50.46,0.0,-3961.99,-2194.76,-6156.75
109,611.87,1496.71,1836.26,-1459.18,-12648.74,649.12,5504.71,-2212.77,50.5,0.0,-4009.25,-2162.27,-6171.52
110,612.38,1592.65,1805.12,-1468.57,-12723.7,658.77,5554.6,-2195.41,49.82,0.0,-3968.75,-2145.59,-6114.34
111,605.89,1546.39,1807.05,-1422.6,-12693.28,678.33,5554.08,-2211.03,50.37,0.0,-3924.15,-2160.66,-6084.8
112,615.13,1556.75,1821.37,-1458.9,-12577.37,653.16,5491.12,-2250.81,50.33,0.0,-3898.73,-2200.48,-6099.21
113,636.32,1541.45,1807.15,-1468.57,-12642.42,666.77,5492.86,-2216.4,50.28,0.0,-3966.42,-2166.11,-6132.54
114,592.4,1537.28,1861.18,-1447.06,-12678.22,659.18,5477.48,-2208.77,50.66,0.0,-3997.77,-2158.11,-6155.87
115,589.65,1547.84,1807.56,-1461.7,-12668.12,649.3,5478.4,-2171.05,50.26,0.0,-4057.08,-2120.79,-6177.87
116,577.5,1535.34,1829.96,-1464.82,-12649.06,652.36,5500.35,-2210.61,50.0,0.0,-4018.37,-2160.62,-6178.99
117,589.63,1514.36,1846.2,-1450.0,-12649.83,660.51,5525.09,-2218.43,50.24,0.0,-3964.03,-2168.19,-6132.22
118,577.54,1586.58,1847.21,-1451.87,-12711.88,669.6,5560.66,-2205.32,49.9,0.0,-3922.16,-2155.42,-6077.57
119,654.73,1587.1,1837.81,-1459.9,-12576.54,645.4,5470.78,-2230.76,49.95,0.0,-3840.61,-2180.82,-6021.43
120,574.29,1567.82,1853.46,-1447.76,-12777.56,669.94,5591.06,-2160.76,49.0,0.0,-3968.74,-2111.76,-6080.5
121,541.56,1592.55,1836.84,-1475.29,-12706.15,652.53,5500.13,-2133.43,49.79,0.0,-4057.82,-2083.64,-6141.46
122,591.25,1553.94,1857.51,-1453.24,-12722.6,658.8,5534.72,-2174.05,49.18,0.0,-3979.62,-2124.87,-6104.48
123,598.26,1562.42,1830.53,-1464.5,-12644.99,676.11,5470.44,-2170.36,49.34,0.0,-3971.72,-2121.02,-6092.74
124,625.67,1536.51,1816.24,-1447.99,-12662.34,648.78,5495.76,-2209.41,50.32,0.0,-3987.37,-2159.09,-6146.46
125,584.53,1585.5,1814.48,-1465.47,-12628.17,645.19,5487.48,-2211.01,49.82,0.0,-3976.46,-2161.18,-6137.64
126,628.82,1555.81,1804.33,-1466.84,-12678.78,647.37,5471.63,-2135.7,49.4,0.0,-4037.66,-2086.3,-6123.96
127,596.06,1566.73,1813.63,-1486.21,-12671.26,668.39,5555.36,-2195.6,48.64,0.0,-3957.3,-2146.96,-6104.26
128,600.69,1523.53,1822.47,-1471.12,-12740.24,670.04,5582.21,-2151.2,48.34,0.0,-4012.41,-2102.86,-6115.27
129,628.1,1574.96,1828.26,-1495.73,-12715.61,677.99,5518.62,-2133.04,49.42,0.0,-3983.41,-2083.63,-6067.04
130,585.86,1592.39,1840.26,-1491.1,-12714.72,663.02,5554.58,-2178.73,49.51,0.0,-3969.71,-2129.22,-6098.93
131,603.99,1554.16,1837.12,-1491.06,-12679.37,665.87,5522.96,-2153.92,49.79,0.0,-3986.34,-2104.12,-6090.46
132,606.72,1612.28,1827.52,-1460.74,-12664.0,651.65,5506.41,-2200.9,49.79,0.0,-3920.17,-2151.11,-6071.28
133,564.22,1528.85,1818.62,-1453.12,-12699.24,656.9,5501.08,-2135.41,48.96,0.0,-4082.68,-2086.45,-6169.14
134,631.24,1550.21,1836.14,-1476.09,-12676.39,662.9,5480.46,-2148.23,49.08,0.0,-3991.52,-2099.15,-6090.67
135,576.36,1534.29,1830.62,-1479.29,-12604.84,673.8,5516.59,-2230.74,49.9,0.0,-3952.48,-2180.84,-6133.32
136,609.17,1537.45,1828.99,-1460.13,-12642.53,658.43,5517.11,-2209.58,48.95,0.0,-3951.51,-2160.63,-6112.14
137,587.37,1568.84,1816.26,-1500.53,-12603.14,657.58,5485.93,-2165.25,48.67,0.0,-3987.69,-2116.59,-6104.28
138,621.33,1533.85,1824.48,-1448.53,-12693.2,652.95,5464.19,-2114.73,49.13,0.0,-4044.93,-2065.6,-6110.52
139,618.19,1554.6,1818.68,-1447.99,-12732.37,663.39,5473.29,-2123.29,48.27,0.0,-4052.22,-2075.02,-6127.24
140,614.04,1509.78,1853.82,-1492.19,-12645.52,647.05,5506.56,-2215.59,49.19,0.0,-4006.46,-2166.4,-6172.86
141,613.45,1582.5,1805.19,-1469.09,-12713.67,659.94,5514.08,-2136.66,48.44,0.0,-4007.6,-2088.22,-6095.83
142,593.58,1534.29,1820.91,-1465.41,-12649.1,663.41,5479.61,-2152.03,48.78,0.0,-4022.69,-2103.26,-6125.95
143,614.42,1499.64,1801.65,-1457.78,-12700.68,686.05,5477.2,-2151.04,48.98,0.0,-4079.5,-2102.06,-6181.56
144,601.3,1520.07,1841.45,-1457.68,-12733.28,663.79,5519.95,-2154.54,48.87,0.0,-4044.4,-2105.67,-6150.07
145,604.43,1514.8,1826.62,-1475.1,-12772.1,648.98,5546.74,-2097.35,49.33,0.0,-4105.63,-2048.02,-6153.65
146,606.34,1530.59,1812.89,-1480.48,-12564.99,666.08,5478.78,-2235.42,49.19,0.0,-3950.79,-2186.24,-6137.03
147,603.97,1538.59,1834.15,-1458.08,-12729.35,670.23,5511.34,-2143.95,49.32,0.0,-4029.17,-2094.63,-6123.79
148,579.13,1545.47,1807.06,-1460.45,-12623.65,658.16,5480.13,-2145.26,49.58,0.0,-4014.16,-2095.68,-6109.84
149,590.57,1533.28,1849.99,-1464.5,-12670.89,656.62,5564.08,-2214.5,50.12,0.0,-3940.86,-2164.39,-6105.25
150,600.17,1575.34,1839.81,-1482.43,-12629.19,652.36,5449.02,-2131.29,49.27,0.0,-3994.93,-2082.03,-6076.95
151,621.04,1556.22,1830.56,-1463.58,-12697.22,677.08,5516.02,-2142.7,48.82,0.0,-3959.88,-2093.88,-6053.76

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,693.27,1655.75,2214.86,-1706.05,-16128.4,804.47,9346.76,-2053.98,56.82,0.0,-3119.35,-1997.16,-5116.5
2,685.29,1673.31,2208.98,-1720.46,-16091.14,817.25,9360.46,-2093.3,57.64,0.0,-3066.3,-2035.66,-5101.95
3,727.72,1615.04,2205.46,-1711.06,-16064.89,794.32,9347.96,-2110.89,57.4,0.0,-3085.44,-2053.49,-5138.93
4,695.27,1677.41,2197.15,-1720.63,-15997.76,791.98,9328.93,-2133.87,56.53,0.0,-3027.65,-2077.34,-5104.99
5,671.44,1666.75,2188.8,-1692.67,-16144.44,821.94,9380.99,-2091.59,56.75,0.0,-3107.19,-2034.84,-5142.02
6,690.47,1698.11,2212.97,-1726.68,-16142.14,805.3,9348.41,-2072.73,56.85,0.0,-3113.56,-2015.88,-5129.44
7,690.82,1647.84,2225.57,-1740.6,-16162.21,809.59,9335.1,-2021.95,55.64,0.0,-3193.89,-1966.31,-5160.21
8,678.84,1695.04,2220.21,-1711.71,-16063.82,801.45,9280.72,-2099.08,57.05,0.0,-3099.27,-2042.03,-5141.3
9,729.7,1654.82,2195.63,-1721.31,-16111.93,815.47,9348.49,-2087.14,56.88,0.0,-3089.13,-2030.25,-5119.38
10,702.34,1645.56,2207.27,-1732.44,-16149.99,808.45,9355.48,-2048.53,56.83,0.0,-3163.33,-1991.71,-5155.04
11,663.84,1687.98,2188.38,-1717.98,-16167.21,821.45,9373.47,-2053.89,56.96,0.0,-3150.06,-1996.93,-5146.99
12,686.94,1667.8,2220.96,-1734.92,-16126.12,791.52,9320.21,-2043.77,56.34,0.0,-3173.61,-1987.43,-5161.04
13,665.27,1669.81,2180.27,-1707.5,-16028.98,793.09,9303.07,-2081.41,56.36,0.0,-3124.98,-2025.05,-5150.03
14,648.86,1654.96,2229.29,-1736.82,-16161.56,827.23,9408.88,-2055.9,56.38,0.0,-3129.17,-1999.52,-5128.68
15,723.78,1709.88,2225.65,-1695.16,-16085.6,788.78,9262.94,-2082.79,57.09,0.0,-3069.73,-2025.69,-5095.42
16,698.56,1716.81,2208.28,-1705.35,-16134.94,796.5,9348.3,-2012.71,56.36,0.0,-3071.83,-1956.35,-5028.18
17,697.07,1677.7,2184.38,-1690.42,-16253.85,813.02,9300.27,-1954.18,56.37,0.0,-3271.84,-1897.82,-5169.66
18,667.68,1669.52,2221.75,-1729.61,-16110.56,790.3,9317.79,-2028.81,55.91,0.0,-3173.13,-1972.9,-5146.03
19,672.99,1683.79,2232.08,-1726.64,-16139.76,815.73,9356.86,-2047.63,56.39,0.0,-3104.96,-1991.24,-5096.19
20,663.58,1663.89,2235.17,-1744.76,-16010.95,812.37,9329.59,-2123.47,56.58,0.0,-3051.1,-2066.9,-5118.0
21,689.12,1707.62,2239.35,-1716.05,-16021.45,795.32,9293.97,-2154.29,57.46,0.0,-3012.12,-2096.84,-5108.95
22,695.22,1707.99,2216.7,-1715.87,-16051.04,805.29,9313.73,-2124.95,57.46,0.0,-3027.98,-2067.49,-5095.46
23,696.61,1716.32,2198.47,-1698.26,-16095.9,810.92,9352.52,-2152.28,56.84,0.0,-3019.32,-2095.44,-5114.76
24,644.33,1692.08,2181.01,-1683.76,-16042.67,816.38,9314.14,-2140.87,56.9,0.0,-3078.49,-2083.97,-5162.46
25,699.03,1666.29,2202.71,-1698.14,-16085.29,808.66,9309.21,-2085.45,57.12,0.0,-3097.55,-2028.33,-5125.88
26,697.42,1701.64,2187.55,-1716.95,-16023.37,803.85,9236.71,-2088.77,56.93,0.0,-3113.14,-2031.83,-5144.98
27,707.21,1688.33,2205.63,-1706.74,-16128.48,803.1,9331.26,-2069.73,55.95,0.0,-3099.7,-2013.78,-5113.48
28,697.19,1713.16,2204.67,-1707.67,-16100.03,798.84,9278.13,-2053.89,57.16,0.0,-3115.71,-1996.72,-5112.43
29,670.04,1687.98,2206.97,-1707.98,-16163.36,817.7,9353.71,-2022.19,56.74,0.0,-3134.95,-1965.46,-5100.4
30,679.82,1661.13,2170.67,-1744.49,-16087.3,811.39,9283.18,-2009.78,56.48,0.0,-3225.61,-1953.3,-5178.91
31,706.6,1677.92,2182.03,-1701.6,-16094.81,799.8,9253.25,-2036.32,57.28,0.0,-3176.8,-1979.05,-5155.85
32,687.75,1698.09,2211.16,-1733.06,-16012.14,817.5,9279.07,-2112.77,57.63,0.0,-3051.64,-2055.13,-5106.77
33,662.89,1688.89,2243.15,-1691.71,-16066.91,812.65,9257.25,-2072.08,57.59,0.0,-3093.79,-2014.49,-5108.28
34,655.48,1697.32,2203.04,-1702.55,-16050.08,809.91,9331.22,-2133.41,57.54,0.0,-3055.66,-2075.86,-5131.53
35,705.06,1645.25,2172.76,-1677.21,-16078.87,800.96,9279.61,-2092.48,57.61,0.0,-3152.43,-2034.87,-5187.3
36,706.31,1674.24,2191.83,-1709.01,-16106.36,808.2,9281.12,-2046.48,57.8,0.0,-3153.68,-1988.68,-5142.36
37,704.76,1666.91,2212.91,-1719.9,-16106.47,824.6,9275.64,-2035.72,56.92,0.0,-3141.55,-1978.8,-5120.35
38,681.46,1662.32,2194.67,-1699.91,-16130.95,816.12,9315.83,-2061.28,56.99,0.0,-3160.46,-2004.29,-5164.75
39,699.95,1658.29,2193.37,-1715.68,-16056.65,811.27,9305.1,-2122.17,56.86,0.0,-3104.36,-2065.31,-5169.67
40,652.02,1694.71,2200.32,-1753.3,-16042.2,815.43,9314.77,-2086.65,57.02,0.0,-3118.25,-2029.63,-5147.88
41,675.78,1586.24,2245.7,-1690.26,-16087.64,832.06,9302.99,-2071.78,56.1,0.0,-3135.14,-2015.68,-5150.82
42,694.54,1653.13,2181.85,-1736.2,-16090.95,811.46,9316.57,-2069.89,56.1,0.0,-3169.61,-2013.79,-5183.4
43,702.56,1633.78,2195.63,-1716.5,-16078.42,807.24,9290.27,-2047.94,56.38,0.0,-3165.43,-1991.56,-5156.99
44,725.72,1669.95,2193.38,-1730.86,-16106.43,807.92,9325.85,-2067.15,57.25,0.0,-3114.47,-2009.89,-5124.36
45,682.15,1656.49,2205.52,-1722.0,-16001.59,797.1,9288.16,-2103.76,57.14,0.0,-3094.17,-2046.63,-5140.79
46,720.5,1689.9,2166.18,-1676.31,-16029.65,802.34,9250.41,-2099.59,57.7,0.0,-3076.64,-2041.89,-5118.53
47,705.02,1676.1,2190.99,-1734.27,-16061.78,829.98,9306.24,-2099.34,58.02,0.0,-3087.73,-2041.32,-5129.05
48,709.81,1633.72,2221.66,-1704.4,-15994.82,809.88,9272.3,-2159.02,58.02,0.0,-3051.86,-2101.0,-5152.86
49,703.37,1734.33,2212.94,-1721.74,-15940.9,792.28,9295.69,-2216.86,58.22,0.0,-2924.03,-2158.63,-5082.66
50,731.22,1675.23,2170.96,-1697.31,-15968.58,777.11,9250.98,-2146.1,58.2,0.0,-3060.39,-2087.9,-5148.29
51,694.87,1704.86,2183.38,-1718.87,-16000.03,792.56,9318.96,-2135.46,57.6,0.0,-3024.27,-2077.86,-5102.13
52,671.97,1667.92,2209.3,-1706.82,-16014.42,812.05,9241.31,-2104.44,57.52,0.0,-3118.7,-2046.91,-5165.61
53,726.4,1610.05,2216.0,-1688.29,-16076.7,790.59,9317.71,-2084.77,57.98,0.0,-3104.24,-2026.79,-5131.03
54,694.0,1654.3,2172.17,-1699.96,-16157.97,805.99,9353.71,-2047.46,57.7,0.0,-3177.76,-1989.76,-5167.51
55,641.79,1677.03,2197.91,-1714.09,-16093.74,792.3,9339.4,-2078.67,56.06,0.0,-3159.39,-2022.61,-5182.0
56,689.12,1613.31,2167.91,-1701.66,-16101.09,801.88,9305.13,-2039.56,57.32,0.0,-3225.41,-1982.24,-5207.65
57,698.36,1666.42,2220.32,-1728.48,-16086.12,799.07,9306.19,-2071.19,56.66,0.0,-3124.24,-2014.53,-5138.77
58,726.7,1706.04,2209.14,-1713.19,-16092.67,790.05,9263.06,-2036.75,56.72,0.0,-3110.88,-1980.03,-5090.91
59,695.52,1656.64,2186.46,-1735.94,-16137.52,810.88,9365.97,-2052.97,57.09,0.0,-3157.99,-1995.88,-5153.87
60,687.85,1660.2,2166.91,-1717.84,-16187.92,800.99,9353.75,-2010.16,56.63,0.0,-3236.05,-1953.53,-5189.59
61,701.24,1656.28,2187.4,-1717.13,-16140.97,797.19,9283.74,-1982.92,56.57,0.0,-3232.24,-1926.35,-5158.59
62,713.99,1657.3,2208.74,-1721.17,-16053.66,795.64,9254.93,-2038.21,57.17,0.0,-3144.23,-1981.04,-5125.27
63,692.91,1705.03,2215.04,-1711.98,-16029.23,788.5,9288.77,-2084.37,57.56,0.0,-3050.96,-2026.81,-5077.78
64,698.13,1573.11,2197.5,-1710.23,-16016.41,791.17,9314.4,-2087.48,57.49,0.0,-3152.33,-2029.99,-5182.32
65,686.59,1606.4,2208.01,-1714.92,-16060.89,820.03,9302.61,-2073.66,57.51,0.0,-3152.17,-2016.15,-5168.32
66,704.92,1715.33,2190.66,-1695.94,-16011.9,787.61,9230.04,-2099.35,56.82,0.0,-3079.28,-2042.53,-5121.81
67,650.95,1710.46,2204.58,-1715.96,-16128.84,796.62,9325.11,-2043.74,56.86,0.0,-3157.09,-1986.88,-5143.96
68,666.6,1674.52,2194.46,-1722.29,-16128.07,801.06,9353.81,-2069.72,55.63,0.0,-3159.9,-2014.09,-5174.0
69,672.26,1672.18,2175.95,-1742.85,-15984.68,807.98,9270.12,-2107.0,56.7,0.0,-3129.05,-2050.31,-5179.35
70,688.49,1606.88,2177.69,-1705.42,-16086.64,798.64,9281.05,-2052.77,57.89,0.0,-3239.31,-1994.88,-5234.2
71,690.27,1631.72,2203.76,-1737.79,-16010.02,801.01,9318.05,-2150.39,57.02,0.0,-3103.01,-2093.37,-5196.37
72,722.37,1617.38,2203.0,-1700.83,-16015.45,812.82,9300.82,-2112.35,56.54,0.0,-3059.88,-2055.82,-5115.7
73,693.95,1625.83,2234.57,-1727.45,-16022.25,811.43,9287.97,-2088.16,56.33,0.0,-3095.95,-2031.82,-5127.78
74,681.54,1669.91,2196.21,-1735.85,-16079.59,798.46,9297.45,-2082.16,56.96,0.0,-3171.88,-2025.2,-5197.07
75,708.3,1662.23,2194.91,-1687.65,-16037.39,815.28,9288.62,-2125.72,57.45,0.0,-3055.69,-2068.28,-5123.97
76,662.22,1617.95,2204.3,-1717.85,-16188.99,826.32,9374.02,-2042.32,56.01,0.0,-3222.01,-1986.32,-5208.33
77,685.56,1638.12,2190.06,-1709.5,-16006.54,792.86,9253.81,-2122.08,57.65,0.0,-3155.63,-2064.42,-5220.05
78,686.46,1682.04,2203.84,-1717.7,-16117.28,799.4,9340.62,-2061.91,57.18,0.0,-3122.61,-2004.72,-5127.33
79,657.12,1679.5,2211.08,-1676.77,-16111.11,807.0,9299.75,-2092.72,57.5,0.0,-3133.43,-2035.22,-5168.65
80,686.5,1681.61,2200.5,-1706.27,-16115.08,779.22,9323.8,-2047.82,57.26,0.0,-3149.72,-1990.55,-5140.27
81,707.28,1646.38,2204.82,-1701.97,-16102.12,826.63,9326.69,-2088.47,57.71,0.0,-3092.3,-2030.76,-5123.06
82,687.58,1699.22,2179.32,-1703.0,-16013.1,801.58,9236.38,-2046.34,56.65,0.0,-3112.01,-1989.69,-5101.7
83,700.12,1681.34,2211.93,-1723.26,-15935.74,783.29,9257.0,-2167.46,58.39,0.0,-3025.32,-2109.07,-5134.39
84,695.8,1756.09,2194.97,-1709.89,-15969.92,797.05,9256.93,-2163.39,57.38,0.0,-2978.98,-2106.01,-5084.99
85,683.39,1666.18,2172.93,-1707.94,-15978.73,816.08,9273.44,-2114.31,56.44,0.0,-3074.65,-2057.88,-5132.52
86,681.33,1651.01,2166.84,-1711.72,-16021.16,792.33,9347.4,-2059.24,55.72,0.0,-3093.97,-2003.52,-5097.49
87,653.05,1707.83,2201.52,-1755.46,-15978.05,795.24,9242.14,-2064.19,54.92,0.0,-3133.74,-2009.27,-5143.01
